years,AFG,AGO,ALB,AND,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GLP,GMB,GNB,GNQ,GRC,GRD,GTM,GUF,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MDA,MDG,MEX,MKD,MLI,MMR,MNE,MNG,MOZ,MRT,MTQ,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRI,PRK,PRT,PRY,PSE,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
2010,1637.377987,6230.297028,9628.003545,0.0,54230.17367,18524.85676,6565.67866,20237.67277,39324.36895,42006.04688,15884.04479,718.7144691,40051.9559,1781.563317,1394.2531,2466.902949,14934.1145,39740.46109,29099.05721,9347.582216,15927.8747,7688.617871,55241.0749,5228.115329,14320.37228,15942.74653,78907.87122,6674.86282,12964.35144,962.2919722,40012.3914,53067.68659,18161.80392,9303.7337,2618.31892,2817.572722,646.2953953,5214.502782,10732.74905,2376.538886,5821.739805,12644.69665,0.0,33230.79894,27667.4329,39187.40265,2744.268655,10068.06941,42999.62561,11132.93764,12656.37208,9114.338328,9814.298455,1921.43479,0.0,31923.12286,21581.69218,1052.606673,38737.4136,7202.758367,35900.04557,3252.310165,15190.41441,36012.67688,6838.623631,2964.43112,1632.386349,0.0,1519.840923,1401.692456,33294.6535,28148.42242,10788.98952,6576.668609,0.0,5706.187811,47123.35177,3832.54541,19780.64103,1478.736281,21534.86742,8284.501295,4360.154173,43292.15002,17767.50221,12884.90384,39576.97124,28829.53131,35008.06822,7854.330964,9194.122669,34986.99454,19685.35171,2385.992645,2733.079268,2470.704155,24072.32343,30365.27837,73817.97698,4130.547187,14111.19139,1078.946046,28890.36545,0.0,8328.90662,2369.436771,20090.86979,85613.58661,17558.68634,6324.152955,4637.516563,1357.331718,15260.62055,11273.84535,1836.816217,3613.019143,13635.00238,7530.75353,925.3387557,3356.361348,0.0,15612.29342,1055.49399,20605.20111,8500.097148,0.0,795.6828256,4981.358232,3887.774401,45040.31808,57965.52642,1946.058721,6470.453571,31253.0536,44408.58742,3988.656856,15311.02913,9869.070416,5468.305507,13351.13817,3039.777348,21048.33052,33229.92303,0.0,27308.18616,9541.371804,3937.239913,117518.7009,0.0,16966.47356,20490.12944,1367.832989,44498.67574,3327.142295,2718.906572,1832.831556,1183.330094,6152.4346,72075.29692,0.0,12797.32023,3930.560172,2507.202712,13841.41492,24962.27937,27739.34822,41632.68589,0.0,1875.557261,1216.508967,13213.31474,2094.538959,9738.983107,8821.211791,4889.298528,30620.1748,10227.32596,17425.86136,2925.616097,0.0,2182.374747,1552.93584,7664.396582,16808.28488,48466.82338,4153.668137,16541.55868,4342.751917,2888.738336,5296.684601,4472.726448,11728.16049,3269.794329,1888.566739
2011,1769.6092820410356,6411.122833645866,9799.710124102616,0.0,55804.12990356674,19108.84470610031,6866.7970818869335,20875.656486037245,40025.682865830466,42755.18605279711,16612.52675630235,739.5741684562709,40766.24565922316,1833.2707429313543,1434.719379368173,2666.124982199851,15200.450682858329,40893.873336806515,30016.392165604982,9514.28773887274,16658.366815445203,7930.998161277366,56982.525443406215,5392.929360898525,14771.815705638071,16445.334588945538,85280.30940055058,7213.911080033716,13340.62391678217,990.2211737063803,40725.975562791136,54014.09992301032,18734.346785304042,10055.084191844573,2694.3120269127216,2899.3488965759043,665.0532306030548,5365.846556198908,11071.094234252834,2445.514659832027,5990.707798944531,13043.315139814167,0.0,33823.439644811275,28160.856093459173,39886.27389796943,2823.917279811772,10385.460861502983,43766.48434469798,11483.898593203421,13023.705879277064,9401.663827418979,10099.144974676132,1977.2017931358487,0.0,32492.442365850173,21966.581790619006,1083.1571345298478,39428.25970754982,7784.438390976079,36540.289830987414,3514.9600774866235,15631.295304030918,36654.92981670606,7152.259990968524,3050.4696576726983,1679.7641185279474,0.0,1563.9522162689912,1442.3746524482322,34260.985043388726,28650.423618720328,11129.107660286369,6783.995188790099,0.0,5886.0728672236955,50928.93721251479,3953.3647151810715,20133.41055151539,1525.3527906309873,21918.92195413411,8953.540663859541,4712.271300170322,44064.22565823466,18283.17953437137,13258.870459419019,40282.79008511167,29343.67945870343,35632.40488615847,8101.935286510206,9460.969439123019,37812.47261186187,20588.17110585579,2455.242801189702,2858.425109411017,2670.233165816558,24831.192818296855,32817.51610314759,75960.44227476323,4464.121723913031,14520.749319622317,1110.260971619044,29728.86858787957,0.0,9001.532072023041,2438.2064157083446,20449.17195583463,87140.42610614277,17871.829345285136,6507.702799891208,4850.204655311401,1396.7264050162025,15741.704888015181,11474.904002433268,1890.1272823905756,3904.799174293985,13878.17009423933,8138.921772038758,952.1954409018143,3453.7751217034297,0.0,16065.418772284753,1086.1282519362062,22269.234979386743,8746.800781542273,0.0,818.7764256853696,5125.935306169001,4010.334775784855,45843.57068611549,58999.28821713076,2103.2184403481333,6992.994158444836,31810.423037504363,45697.48561566021,4310.7726201856,15793.70257628638,10180.188511909055,5909.914667872783,14429.348763099235,3285.263545172409,21423.708116457914,34277.481710251894,0.0,27795.202518595557,9842.15934557111,4051.51288844397,120929.51962552707,0.0,17269.05499558074,21429.857952578746,1407.5324609695276,45790.18862529219,3423.708025861301,2797.8190972212196,1980.8472812425284,1217.6746231020477,6346.387389601515,73360.69348369003,0.0,13025.548654314938,4044.6392771449455,2579.9708237412847,14277.759425923887,25407.458640779598,28234.05395698178,42375.16651327917,0.0,1929.9927319303722,1251.8164672756025,14280.394994972918,2190.599747012245,10185.637196520023,9533.594801041761,5284.148270290855,31585.462317326233,10524.160035166646,17736.635554053544,3161.88286519322,0.0,2245.7151736400037,1598.007667735071,8015.904951964523,17338.158654016705,49331.18455349295,4344.16573202782,17063.024028098644,4693.463673592614,3122.0269316918425,5724.434008757331,4602.5411839200315,12068.55422400935,3364.6956139917866,1943.3797921435173
2012,1901.8405770820702,6591.948639291731,9971.416703205234,0.0,57378.086137133476,19692.83265220061,7167.915503773866,21513.64020207448,40726.99678166095,43504.32522559423,17341.008722604696,760.4338678125416,41480.535418446336,1884.9781688627081,1475.1856587363457,2865.347015399701,15466.786865716664,42047.28558361302,30933.72712120995,9680.993261745482,17388.8589308904,8173.378451554729,58723.9759868124,5557.743392797048,15223.259131276136,16947.922647891068,91652.74758110112,7752.9593400674285,13716.896393564335,1018.1503752127604,41439.55972558229,54960.513256020655,19306.889650608075,10806.43468368914,2770.305133825442,2981.125071151808,683.8110659061094,5517.190330397814,11409.439418505663,2514.4904336640534,6159.67579288906,13441.933629628327,0.0,34416.080349622556,28654.279286918358,40585.14514593888,2903.5659046235437,10702.85231300596,44533.34307939597,11834.859546406837,13391.039678554125,9688.989326837953,10383.991494352262,2032.9687962716969,0.0,33061.76187170036,22351.47140123802,1113.7075960596953,40119.105815099654,8366.118414952154,37180.53409197484,3777.6099899732453,16072.176198061834,37297.18275341214,7465.896350937046,3136.5081953453955,1727.1418880558942,0.0,1608.0635095379819,1483.0568488964639,35227.316586777444,29152.424817440664,11469.22580057273,6991.321768580194,0.0,6065.957923447389,54734.52265502956,4074.1840203621405,20486.180073030788,1571.9693002619738,22302.976488268232,9622.58003271908,5064.388427340642,44836.30129646933,18798.85685874274,13632.837078838033,40988.60893022336,29857.827607406874,36256.74155231695,8349.539609020409,9727.816209246035,40637.95068372373,21490.990501711574,2524.492957379403,2983.770950822033,2869.762176633115,25590.0622065937,35269.75383629516,78102.90756952645,4797.69626082606,14930.30724924463,1141.575897238088,30567.37172575913,0.0,9674.157524046079,2506.9760604166886,20807.474121669267,88667.26560228557,18184.972350570275,6691.252644782415,5062.892747622802,1436.1210920324047,16222.789226030356,11675.96265486654,1943.4383477811507,4196.579205587968,14121.337808478665,8747.090014077512,979.0521261036284,3551.188895406859,0.0,16518.544124569504,1116.7625138724122,23933.268848773474,8993.504415084544,0.0,841.8700257707391,5270.512380338001,4132.895150569708,46646.823292231,60033.050014261535,2260.3781596962654,7515.534745889669,32367.792475008737,46986.38381132041,4632.888384371198,16276.37602257275,10491.306607818104,6351.523828745563,15507.559356198462,3530.7497423448167,21799.085712915836,35325.040390503775,0.0,28282.21887719112,10142.946887142216,4165.785863887939,124340.33835105412,0.0,17571.63643116149,22369.586465157485,1447.231932939055,47081.70151058437,3520.273756722601,2876.7316224424385,2128.863006485056,1252.0191522040952,6540.340179203026,74646.09004738009,0.0,13253.77707862988,4158.71838228989,2652.738935482569,14714.103931847767,25852.637911559206,28728.75969396357,43117.64713655835,0.0,1984.428202860744,1287.1239675512047,15347.475249945828,2286.66053502449,10632.291286040045,10245.97781108352,5678.998012581707,32550.749834652448,10820.994110333288,18047.409748107097,3398.1496333864384,0.0,2309.055600280007,1643.0794954701414,8367.413321929043,17868.032428033403,50195.54572698592,4534.6633270556395,17584.48937619728,5044.175430185227,3355.3155273836837,6152.183416514659,4732.355919840061,12408.947958018694,3459.5968989835724,1998.192845287034
2013,2034.071872123106,6772.774444937595,10143.12328230785,0.0,58952.042370700205,20276.820598300917,7469.0339256608,22151.62391811172,41428.310697491426,44253.46439839134,18069.490688907048,781.2935671688124,42194.8251776695,1936.685594794062,1515.6519381045182,3064.5690485995524,15733.123048574997,43200.69783041952,31851.06207681493,9847.698784618222,18119.351046335603,8415.758741832095,60465.42653021862,5722.557424695573,15674.702556914208,17450.510706836605,98025.18576165171,8292.007600101146,14093.168870346499,1046.0795767191405,42153.14388837343,55906.92658903098,19879.432515912114,11557.785175533712,2846.298240738163,3062.9012457277113,702.5689012091641,5668.534104596721,11747.784602758495,2583.4662074960797,6328.643786833589,13840.552119442493,0.0,35008.72105443383,29147.70248037754,41284.016393908314,2983.214529435315,11020.243764508943,45300.201814093954,12185.820499610256,13758.373477831186,9976.31482625693,10668.838014028392,2088.735799407545,0.0,33631.08137755053,22736.361011857032,1144.258057589543,40809.95192264948,8947.798438928234,37820.77835296226,4040.259902459869,16513.05709209275,37939.43569011821,7779.53271090557,3222.5467330180927,1774.519657583841,0.0,1652.1748028069726,1523.7390453446956,36193.64813016616,29654.426016160996,11809.343940859098,7198.648348370291,0.0,6245.842979671083,58540.10809754436,4195.003325543211,20838.949594546182,1618.585809892961,22687.03102240235,10291.61940157862,5416.505554510964,45608.376934704,19314.53418311411,14006.803698257047,41694.42777533504,30371.97575611031,36881.07821847542,8597.143931530614,9994.662979369052,43463.428755585606,22393.809897567367,2593.743113569104,3109.1167922330496,3069.2911874496735,26348.93159489055,37721.991569442755,80245.37286428966,5131.270797739092,15339.865178866943,1172.8908228571318,31405.874863638688,0.0,10346.782976069122,2575.745705125032,21165.7762875039,90194.10509842835,18498.11535585541,6874.8024896736215,5275.580839934203,1475.5157790486069,16703.873564045538,11877.02130729981,1996.7494131717258,4488.359236881954,14364.505522717998,9355.25825611627,1005.9088113054426,3648.602669110288,0.0,16971.66947685425,1147.3967758086183,25597.302718160216,9240.208048626815,0.0,864.9636258561085,5415.089454507001,4255.455525354562,47450.0758983465,61066.8118113923,2417.537879044399,8038.075333334505,32925.161912513104,48275.28200698061,4955.004148556799,16759.049468859124,10802.424703727156,6793.132989618346,16585.769949297697,3776.235939517226,22174.463309373754,36372.59907075567,0.0,28769.23523578668,10443.734428713326,4280.058839331908,127751.15707658115,0.0,17874.217866742234,23309.31497773623,1486.9314049085824,48373.214395876545,3616.839487583901,2955.6441476636573,2276.878731727584,1286.3636813061428,6734.292968804541,75931.48661107013,0.0,13482.005502944821,4272.797487434834,2725.5070472238535,15150.448437771653,26297.817182338807,29223.465430945354,43860.12775983752,0.0,2038.8636737911156,1322.4314678268067,16414.555504918746,2382.721323036735,11078.94537556007,10958.360821125283,6073.847754872562,33516.03735197867,11117.82818549993,18358.183942160646,3634.416401579658,0.0,2372.39602692001,1688.1513232052118,8718.921691893567,18397.906202050108,51059.906900478876,4725.16092208346,18105.954724295927,5394.8871867778425,3588.6041230755263,6579.93282427199,4862.17065576009,12749.34169202804,3554.4981839753577,2053.0058984305506
2014,2166.3031671641415,6953.6002505834595,10314.829861410468,0.0,60525.99860426693,20860.808544401225,7770.152347547733,22789.60763414896,42129.6246133219,45002.603571188454,18797.972655209396,802.1532665250832,42909.11493689268,1988.3930207254157,1556.1182174726907,3263.7910817994034,15999.45923143333,44354.110077226025,32768.39703241991,10014.404307490962,18849.843161780802,8658.139032109459,62206.877073624826,5887.371456594098,16126.145982552278,17953.098765782142,104397.62394220228,8831.055860134862,14469.441347128664,1074.0087782255205,42866.72805116457,56853.33992204131,20451.975381216154,12309.135667378283,2922.2913476508834,3144.677420303615,721.3267365122188,5819.877878795627,12086.129787011327,2652.441981328106,6497.6117807781175,14239.170609256658,0.0,35601.36175924511,29641.12567383672,41982.88764187775,3062.8631542470866,11337.635216011926,46067.06054879194,12536.781452813675,14125.707277108248,10263.640325675908,10953.684533704522,2144.5028025433935,0.0,34200.40088340071,23121.250622476044,1174.8085191193904,41500.79803019931,9529.478462904312,38461.02261394968,4302.909814946493,16953.937986123663,38581.68862682428,8093.1690708740925,3308.58527069079,1821.897427111788,0.0,1696.2860960759633,1564.4212417929273,37159.97967355488,30156.42721488133,12149.462081145466,7405.974928160389,0.0,6425.728035894778,62345.693540059154,4315.822630724281,21191.719116061577,1665.202319523948,23071.085556536465,10960.658770438162,5768.622681681286,46380.452572938666,19830.211507485477,14380.77031767606,42400.24662044672,30886.12390481375,37505.414884633894,8844.74825404082,10261.509749492068,46288.90682744748,23296.629293423153,2662.993269758805,3234.462633644066,3268.8201982662317,27107.8009831874,40174.22930259034,82387.83815905287,5464.845334652123,15749.423108489256,1204.2057484761756,32244.378001518246,0.0,11019.408428092163,2644.5153498333757,21524.078453338534,91720.94459457113,18811.25836114055,7058.352334564828,5488.2689322456035,1514.910466064809,17184.95790206072,12078.07995973308,2050.060478562301,4780.139268175938,14607.673236957331,9963.426498155028,1032.7654965072566,3746.016442813717,0.0,17424.794829139,1178.0310377448243,27261.336587546954,9486.911682169086,0.0,888.0572259414779,5559.666528676002,4378.015900139417,48253.328504462006,62100.57360852306,2574.6975983925317,8560.61592077934,33482.531350017474,49564.18020264081,5277.119912742399,17241.7229151455,11113.542799636209,7234.742150491128,17663.98054239693,4021.722136689635,22549.840905831672,37420.157751007566,0.0,29256.25159438224,10744.521970284435,4394.331814775876,131161.97580210818,0.0,18176.79930232298,24249.043490314973,1526.6308768781098,49664.72728116872,3713.4052184452007,3034.556672884876,2424.8944569701125,1320.7082104081903,6928.245758406055,77216.88317476018,0.0,13710.233927259762,4386.876592579778,2798.275158965138,15586.792943695538,26742.996453118412,29718.17116792714,44602.6083831167,0.0,2093.299144721487,1357.7389681024088,17481.635759891662,2478.78211104898,11525.599465080091,11670.743831167045,6468.697497163416,34481.3248693049,11414.662260666571,18668.958136214194,3870.6831697728776,0.0,2435.736453560013,1733.2231509402823,9070.43006185809,18927.779976066813,51924.268073971834,4915.658517111279,18627.42007239457,5745.598943370457,3821.8927187673685,7007.68223202932,4991.985391680119,13089.735426037385,3649.3994689671435,2107.8189515740673
2015,2298.5344622051766,7134.426056229325,10486.536440513084,0.0,62099.95483783368,21444.79649050153,8071.270769434668,23427.591350186198,42830.93852915237,45751.74274398556,19526.454621511748,823.012965881354,43623.40469611584,2040.1004466567697,1596.5844968408635,3463.013114999254,16265.795414291659,45507.522324032536,33685.73198802489,10181.1098303637,19580.335277226004,8900.519322386823,63948.32761703103,6052.185488492622,16577.589408190346,18455.686824727676,110770.06212275285,9370.104120168577,14845.713823910832,1101.9379797319007,43580.31221395571,57799.75325505163,21024.51824652019,13060.486159222854,2998.2844545636044,3226.4535948795187,740.0845718152735,5971.221652994534,12424.474971264157,2721.417755160133,6666.579774722647,14637.789099070822,0.0,36194.002464056386,30134.548867295893,42681.75888984718,3142.511779058859,11655.026667514907,46833.919283489915,12887.742406017092,14493.04107638531,10550.965825094885,11238.531053380653,2200.269805679242,0.0,34769.720389250884,23506.14023309505,1205.3589806492382,42191.64413774913,10111.15848688039,39101.26687493709,4565.559727433116,17394.81888015458,39223.941563530345,8406.805430842616,3394.6238083634876,1869.275196639735,0.0,1740.3973893449543,1605.1034382411592,38126.311216943606,30658.428413601658,12489.580221431832,7613.301507950486,0.0,6605.613092118472,66151.27898257393,4436.641935905352,21544.488637576967,1711.818829154935,23455.14009067058,11629.698139297701,6120.739808851607,47152.528211173325,20345.888831856846,14754.736937095076,43106.06546555839,31400.272053517183,38129.75155079236,9092.352576551024,10528.356519615087,49114.38489930934,24199.448689278946,2732.2434259485067,3359.808475055083,3468.3492090827895,27866.670371484248,42626.46703573792,84530.30345381609,5798.419871565153,16158.981038111571,1235.5206740952196,33082.88113939781,0.0,11692.033880115203,2713.2849945417197,21882.380619173164,93247.7840907139,19124.401366425685,7241.902179456036,5700.957024557005,1554.3051530810114,17666.042240075898,12279.138612166349,2103.3715439528764,5071.919299469922,14850.840951196662,10571.594740193783,1059.622181709071,3843.4302165171466,0.0,17877.92018142375,1208.6652996810305,28925.370456933688,9733.615315711359,0.0,911.1508260268474,5704.243602845003,4500.57627492427,49056.5811105775,63134.335405653816,2731.8573177406643,9083.156508224176,34039.90078752184,50853.07839830102,5599.235676927999,17724.396361431875,11424.66089554526,7676.351311363909,18742.191135496163,4267.208333862043,22925.218502289586,38467.716431259454,0.0,29743.267952977792,11045.309511855543,4508.604790219846,134572.79452763524,0.0,18479.38073790372,25188.77200289372,1566.3303488476374,50956.240166460906,3809.970949306501,3113.4691981060955,2572.9101822126404,1355.052739510238,7122.198548007568,78502.27973845022,0.0,13938.4623515747,4500.955697724723,2871.043270706423,16023.137449619422,27188.17572389801,30212.87690490892,45345.089006395865,0.0,2147.7346156518593,1393.046468378011,18548.716014864578,2574.842899061225,11972.253554600116,12383.126841208805,6863.54723945427,35446.612386631125,11711.496335833215,18979.73233026774,4106.9499379660965,0.0,2499.0768802000166,1778.294978675353,9421.938431822613,19457.653750083515,52788.629247464785,5106.1561121391,19148.88542049321,6096.310699963071,4055.18131445921,7435.43163978665,5121.80012760015,13430.129160046732,3744.30075395893,2162.632004717584
2016,2430.765757246212,7315.251861875189,10658.243019615702,0.0,63673.91107140041,22028.784436601836,8372.389191321601,24065.57506622344,43532.252444982856,46500.88191678267,20254.936587814096,843.8726652376248,44337.69445533901,2091.8078725881237,1637.0507762090363,3662.235148199105,16532.131597149993,46660.93457083905,34603.06694362987,10347.815353236441,20310.827392671206,9142.899612664189,65689.77816043724,6216.999520391148,17029.032833828416,18958.274883673213,117142.50030330342,9909.152380202291,15221.986300692997,1129.8671812382809,44293.89637674685,58746.16658806197,21597.06111182423,13811.836651067424,3074.277561476325,3308.2297694554222,758.8424071183282,6122.565427193442,12762.820155516989,2790.3935289921596,6835.547768667177,15036.407588884987,0.0,36786.64316886767,30627.972060755073,43380.630137816624,3222.1604038706305,11972.41811901789,47600.7780181879,13238.703359220512,14860.374875662372,10838.291324513862,11523.377573056783,2256.0368088150904,0.0,35339.039895101065,23891.029843714063,1235.9094421790858,42882.49024529896,10692.838510856467,39741.51113592451,4828.209639919739,17835.699774185498,39866.19450023642,8720.441790811139,3480.662346036185,1916.6529661676818,0.0,1784.508682613945,1645.785634689391,39092.64276033233,31160.429612321994,12829.6983617182,7820.628087740584,0.0,6785.498148342167,69956.86442508872,4557.461241086422,21897.258159092362,1758.435338785922,23839.1946248047,12298.73750815724,6472.856936021929,47924.603849408,20861.566156228215,15128.703556514092,43811.88431067008,31914.420202220623,38754.08821695083,9339.95689906123,10795.203289738103,51939.86297117121,25102.268085134736,2801.4935821382082,3485.1543164660993,3667.8782198993476,28625.539759781102,45078.70476888551,86672.7687485793,6131.994408478184,16568.538967733886,1266.8355997142635,33921.38427727737,0.0,12364.659332138244,2782.0546392500637,22240.682785007797,94774.6235868567,19437.544371710825,7425.452024347243,5913.645116868406,1593.6998400972138,18147.12657809108,12480.197264599621,2156.6826093434515,5363.699330763907,15094.008665435997,11179.76298223254,1086.478866910885,3940.843990220576,0.0,18331.0455337085,1239.2995616172366,30589.404326320426,9980.318949253631,0.0,934.244426112217,5848.820677014003,4623.136649709125,49859.83371669301,64168.097202784586,2889.017037088797,9605.697095669011,34597.27022502621,52141.97659396122,5921.351441113598,18207.06980771825,11735.778991454312,8117.960472236691,19820.401728595396,4512.694531034452,23300.596098747505,39515.27511151135,0.0,30230.284311573356,11346.097053426653,4622.877765663816,137983.6132531623,0.0,18781.962173484466,26128.50051547246,1606.0298208171648,52247.75305175309,3906.5366801678015,3192.3817233273144,2720.9259074551687,1389.3972686122856,7316.1513376090825,79787.67630214027,0.0,14166.690775889643,4615.034802869668,2943.8113824477073,16459.48195554331,27633.354994677615,30707.58264189071,46087.56962967505,0.0,2202.1700865822313,1428.3539686536133,19615.796269837494,2670.90368707347,12418.90764412014,13095.509851250566,7258.396981745124,36411.899903957354,12008.330410999859,19290.50652432129,4343.216706159316,0.0,2562.41730684002,1823.3668064104234,9773.446801787135,19987.52752410022,53652.99042095774,5296.653707166919,19670.350768591856,6447.0224565556855,4288.469910151052,7863.18104754398,5251.61486352018,13770.522894056077,3839.2020389507156,2217.445057861101
2017,2562.9970522872472,7496.0776675210545,10829.94959871832,0.0,65247.867304967156,22612.772382702144,8673.507613208536,24703.55878226068,44233.56636081334,47250.021089579786,20983.418554116444,864.7323645938957,45051.98421456219,2143.5152985194777,1677.517055577209,3861.457181398955,16798.467780008326,47814.34681764556,35520.40189923485,10514.520876109182,21041.31950811641,9385.279902941555,67431.22870384346,6381.813552289673,17480.476259466486,19460.86294261875,123514.93848385397,10448.200640236004,15598.258777475165,1157.796382744661,45007.480539537995,59692.579921072305,22169.60397712827,14563.187142911993,3150.270668389046,3390.005944031326,777.600242421383,6273.909201392349,13101.165339769821,2859.3693028241864,7004.515762611707,15435.026078699153,0.0,37379.28387367895,31121.395254214254,44079.50138578607,3301.8090286824026,12289.809570520873,48367.63675288588,13589.66431242393,15227.708674939435,11125.61682393284,11808.224092732915,2311.803811950939,0.0,35908.359400951245,24275.919454333074,1266.4599037089336,43573.3363528488,11274.518534832543,40381.75539691193,5090.859552406361,18276.580668216415,40508.44743694249,9034.078150779662,3566.700883708883,1964.030735695629,0.0,1828.619975882936,1686.4678311376229,40058.97430372106,31662.43081104233,13169.816502004567,8027.954667530682,0.0,6965.383204565862,73762.44986760349,4678.280546267492,22250.027680607756,1805.0518484169093,24223.24915893882,12967.776877016779,6824.97406319225,48696.679487642665,21377.243480599584,15502.670175933108,44517.70315578176,32428.568350924063,39378.42488310931,9587.561221571435,11062.050059861122,54765.34104303308,26005.087480990525,2870.74373832791,3610.500157877116,3867.407230715905,29384.409148077953,47530.94250203309,88815.23404334253,6465.568945391214,16978.0968973562,1298.1505253333075,34759.88741515693,0.0,13037.284784161284,2850.8242839584077,22598.98495084243,96301.46308299949,19750.687376995964,7609.001869238451,6126.333209179807,1633.0945271134162,18628.21091610626,12681.255917032891,2209.993674734027,5655.47936205789,15337.176379675331,11787.931224271295,1113.3355521126994,4038.2577639240058,0.0,18784.17088599325,1269.9338235534428,32253.43819570716,10227.022582795904,0.0,957.3380261975865,5993.397751183004,4745.697024493979,50663.086322808515,65201.858999915356,3046.1767564369297,10128.237683113844,35154.63966253058,53430.874789621426,6243.467205299197,18689.743254004625,12046.897087363364,8559.569633109471,20898.612321694625,4758.180728206859,23675.973695205423,40562.833791763245,0.0,30717.30067016892,11646.884594997762,4737.1507411077855,141394.43197868936,0.0,19084.54360906521,27068.229028051206,1645.7292927866924,53539.265937045275,4003.102411029102,3271.2942485485337,2868.9416326976966,1423.7417977143334,7510.104127210597,81073.07286583033,0.0,14394.919200204586,4729.113908014613,3016.579494188992,16895.826461467193,28078.53426545722,31202.288378872498,46830.05025295422,0.0,2256.6055575126034,1463.6614689292155,20682.876524810406,2766.964475085715,12865.561733640163,13807.892861292326,7653.246724035977,37377.18742128358,12305.164486166503,19601.280718374837,4579.483474352535,0.0,2625.7577334800235,1868.438634145494,10124.955171751657,20517.401298116925,54517.3515944507,5487.151302194739,20191.8161166905,6797.734213148298,4521.758505842894,8290.930455301308,5381.42959944021,14110.916628065424,3934.103323942502,2272.2581110046176
